"","Cement..component.1..kg.in.a.m.3.mixture.","Blast.Furnace.Slag..component.2..kg.in.a.m.3.mixture.","Fly.Ash..component.3..kg.in.a.m.3.mixture.","Water...component.4..kg.in.a.m.3.mixture.","Superplasticizer..component.5..kg.in.a.m.3.mixture.","Coarse.Aggregate...component.6..kg.in.a.m.3.mixture.","Fine.Aggregate..component.7..kg.in.a.m.3.mixture.","Age..day.","Concrete.compressive.strength.MPa..megapascals.."
"60",349.538712580199,169.546153192734,30.4873076041883,200.354846007662,8.35409457023106,949.89414549857,609.446122318501,40.5836795626679,60.5838077267832
"61",308.104718701676,83.075677845246,7.46659274166019,224.158851077255,4.28521854930517,937.270721186421,672.953958887673,278.048645445395,78.9192580477603
"62",266.968776235257,120.249536548891,4.69387732440198,225.414391822752,3.56095261741186,935.646070881965,671.339108903618,277.163586535781,74.8494202519902
"63",322.439012856292,18.0375498106034,22.4569469794416,168.033959843452,8.19071721551796,985.6329178894,866.153060546534,9.41989111939185,40.2856586150168
"64",192.854771322488,192.789557892167,4.0424810164307,223.704470362266,-0.30842610891731,934.189484101682,672.243701801467,271.052072714421,51.5957191392526
"65",270.05961840767,127.821898745149,11.9242083080065,218.181912225388,9.02255639758594,940.385991935508,674.391451410512,187.692952616731,88.1380145987121
"66",349.595969314986,47.566017428119,11.7678173266703,221.538284244589,4.02866278012684,939.537751407139,675.707702582416,278.169632505151,77.1252527205285
"67",130.764596391638,170.078057860771,-34.3619496385478,207.73581456204,-14.1932760328428,1017.62741161283,780.438074976028,332.727776465963,-10.1844633678145
"68",351.220171056242,171.68638365277,34.0848592172858,197.035233743018,8.1092857075956,951.720888590749,612.623280264324,22.6078001175463,55.3465410207014
"69",211.192417556638,213.170699182162,31.3745687366665,197.59281424773,7.67892993648884,949.582270701359,687.382026300903,45.5340659980284,51.3229809113982
"70",456.85651374331,-14.6604773936003,-23.1559926477471,163.831814480618,-1.60465443225856,1088.6816350518,778.556963026062,28.9637665900582,10.9206267578359
"71",365.813531241322,178.582166294072,-23.6772983205623,181.030697265905,9.39531881222032,913.30512220807,747.972935725449,-17.1600966204967,51.8988853203352
"72",305.002459268301,247.824602629526,-14.6133683102101,187.202735536936,-0.936507401070344,1037.12584721673,604.599922984646,-2.29265162662779,14.5605455571911
"73",418.535455203209,96.8139455848168,-10.4106496114825,164.255915481411,6.60916751662801,846.159156165189,880.70487656058,-1.17977920203188,23.377857364314
"74",421.261186869611,91.922931314846,-19.1223118893152,172.203913592543,8.97468055054367,926.248151179444,800.150585039149,-14.3508540319045,47.1846454821912
"75",366.354338731407,84.6546971139272,-7.16042448759697,152.250746857412,1.5266963522222,852.044045834914,968.967572793063,7.83932067855338,-9.72761767598161
"76",472.093166501398,114.302054649329,-5.60130782489934,174.663812931629,7.76539871704689,848.30977446082,777.837971854745,1.31260982403035,37.0932725548103
"77",460.341150354553,104.835329984014,-12.5283044189911,167.077157005234,6.20916667293368,845.324880108548,833.631098339058,-3.49501767116661,24.4717713437288
"78",418.535455203209,96.8139455848168,-10.4106496114825,164.255915481411,6.60916751662801,846.159156165189,880.70487656058,-1.17977920203188,23.377857364314
"79",383.541344395007,90.9901980444265,-6.25948202129271,161.015326485848,5.7930929444462,849.254562045587,918.181973251223,2.91232433371329,16.3941770177614
"80",511.770766865892,13.3121290504328,8.48711001857765,156.508566530265,1.46606190552279,863.218373019802,878.312568090925,19.3641166099466,-2.31638895215519
"81",418.535455203209,96.8139455848168,-10.4106496114825,164.255915481411,6.60916751662801,846.159156165189,880.70487656058,-1.17977920203188,23.377857364314
"82",308.419146261259,198.264997886747,-18.6953869917275,168.684242303974,5.65443615601224,840.151067633588,872.784172079129,-6.90192367646762,17.608597009644
"83",393.731060120589,77.2936485541393,-21.4126540309205,167.55924226838,8.22034538474256,935.817554481284,847.024795618152,-12.0295932362182,41.102879798044
"84",352.85858905288,177.158486186572,-25.4216006893014,180.924375184898,9.21912202393435,932.502009985946,746.6131535113,-18.8604570458834,52.3589523611781
"85",315.168099784244,273.619214613713,-15.2934570069679,188.341552550779,3.28883666246759,934.001441684131,650.321573912648,-5.4344972615246,26.640023646694
"86",372.599965146886,139.888304795203,-9.78691009140114,179.897865624503,-3.19089119231027,1123.18852870513,603.450744098769,-0.174558264622874,8.81851946254852
"87",352.85858905288,177.158486186572,-25.4216006893014,180.924375184898,9.21912202393435,932.502009985946,746.6131535113,-18.8604570458834,52.3589523611781
"88",266.679373794202,183.60693350416,-32.6325826784927,173.69476506827,5.61310591169284,993.22681897527,795.290104303534,-22.9385550574532,33.3918323704664
"89",352.85858905288,177.158486186572,-25.4216006893014,180.924375184898,9.21912202393435,932.502009985946,746.6131535113,-18.8604570458834,52.3589523611781
"90",436.670349914044,171.519258177467,-10.145275271315,183.845637813841,8.20392366424471,877.904537654628,701.845314784926,-4.22348399702895,46.4517104635738
"91",379.341498204327,171.518508443989,-29.5476377542899,179.0231529284,8.32831009732919,929.773011239267,744.93461096631,-20.8492397054379,47.7327970700454
"92",352.85858905288,177.158486186572,-25.4216006893014,180.924375184898,9.21912202393435,932.502009985946,746.6131535113,-18.8604570458834,52.3589523611781
"93",329.015623864979,183.43289149486,-20.9848158568202,181.633571321954,9.48804415030618,935.557796065238,749.488074575395,-18.8585189825887,53.0709837243368
"94",364.422321636629,175.908723905611,-23.8768966693803,182.465424216829,9.67699042106101,912.942108822053,746.793451015517,-10.2622595461612,54.795696335766
"95",304.650090128926,243.684247451332,-15.1126355587042,188.659331979341,-0.311985106257389,1034.36635307989,606.011845504946,4.01107158724386,18.9513912126338
"96",415.729818155043,95.4322234712689,-10.9086972002605,166.303594288325,7.12222818954648,847.218415889683,876.395196096861,5.5812861284094,27.8989462510025
"97",419.158484028282,90.8865740026929,-19.4991719502607,173.67482425281,9.24976075267354,925.664046074753,798.279692562411,-8.0384802993002,49.9904607953134
"98",364.712444923608,83.4484399886771,-7.89743467763681,154.559318930757,2.24978095172347,852.780254086363,963.114640963057,13.8502420003454,-4.04761554342758
"99",467.515781864235,112.395882953866,-6.11095864757966,176.62566025878,8.271140632954,849.615027032517,775.525946484168,8.61854252732491,41.5451799130477
"100",456.876398855899,103.374148994436,-12.9648545546084,168.93801149369,6.67586079984962,846.314441830462,830.580669570573,3.07867135409955,28.5953394720343
"101",415.729818155043,95.4322234712689,-10.9086972002605,166.303594288325,7.12222818954648,847.218415889683,876.395196096861,5.5812861284094,27.8989462510025
"102",382.565283538132,90.1033729961565,-7.00017037211563,162.217991519484,6.06380746586062,849.274279401811,916.188352183852,7.51295769110874,18.9820438186176
"103",510.404603911501,12.911608284589,7.71161494119488,157.515909251336,1.70837195366462,863.037673376272,877.087789074261,23.1959284871386,-0.0918285296156682
"104",415.729818155043,95.4322234712689,-10.9086972002605,166.303594288325,7.12222818954648,847.218415889683,876.395196096861,5.5812861284094,27.8989462510025
"105",307.990844940537,196.231763255096,-19.2984225438124,169.989686368725,5.97023408523326,840.429670861964,870.666332782892,-1.71879658581045,20.5649941587255
"106",391.732383737909,76.4668052212413,-21.6134198625138,169.300031557659,8.55393385076036,935.023348490679,843.861807852914,-5.18294521941098,44.3780601278294
"107",351.101941424499,172.821500869633,-24.9534561430383,182.927044402611,9.63233216380037,931.597243603746,744.838024295703,-9.24837150534788,56.3779495364611
"108",314.591816063789,266.315746567811,-15.4869968478541,190.204090156431,4.06334609866455,932.956038988695,651.595690759871,2.95906638765157,32.3409028914755
"109",370.575146647123,137.27210837457,-10.344249862146,181.803722872342,-2.31162573850513,1117.51557373602,605.471131161868,6.87131193278589,14.4958007137872
"110",351.101941424499,172.821500869633,-24.9534561430383,182.927044402611,9.63233216380037,931.597243603746,744.838024295703,-9.24837150534788,56.3779495364611
"111",267.198378915294,180.472725251003,-32.6149486563955,175.444549295696,6.04916480243907,991.159073585262,792.964770391881,-15.4846552679701,37.1770297052098
"112",351.101941424499,172.821500869633,-24.9534561430383,182.927044402611,9.63233216380037,931.597243603746,744.838024295703,-9.24837150534788,56.3779495364611
"113",433.084896791237,168.224224072536,-10.4808344600057,185.504431347227,8.63658449333369,878.466120800387,701.527928548526,3.29330085844362,50.3212852862356
"114",376.937816416413,167.794607828478,-29.0849156497533,180.921079354224,8.72332907885313,929.013418016194,743.378110701373,-11.8754036780127,51.5272311105736
"115",353.479390703789,179.419788364108,-27.2974639172276,180.656394360301,9.05517079084903,932.389931448059,747.284066253929,-19.4955589535188,51.5619532149258
"116",328.292276064058,180.788868961935,-21.3260655155117,183.047641556104,9.77925223712464,934.784185234942,748.315836608838,-12.0948315209922,55.9902104644536
"117",361.712101554446,171.375270306982,-27.5616532290945,186.535055630773,10.1503708988705,910.700225878499,744.283053814118,11.612989661909,61.9445062692411
"118",302.668204800858,238.358226751255,-18.6421978372112,192.523246341931,0.353720571860606,1030.82904638044,605.189959687138,24.2972294412381,26.6501541263089
"119",413.412733774243,92.1170494475923,-14.6233884973123,169.901084234053,7.52805744461324,845.244218494305,873.997474497378,24.7355744602706,34.1969516468572
"120",415.931675456748,87.2530340869745,-23.1791542777584,177.783066011445,9.72940454829789,923.323702306042,795.283268972796,13.48890222666,57.1324117958343
"121",362.668845800556,80.3538834401362,-11.418547943621,157.952016425259,2.65644755274923,850.874842209199,960.761119890162,31.6817506604548,1.98970587319917
"122",464.616236487477,108.932396704134,-9.76490877850863,180.304482191331,8.68593214114985,847.85837440604,773.184657239269,28.2287020287835,47.9758747121195
"123",454.234491812344,100.024567150391,-16.5853672705441,172.571557041592,7.08496956895968,844.49656986011,828.107889604894,22.3710835961061,34.9375490307972
"124",413.412733774243,92.1170494475923,-14.6233884973123,169.901084234053,7.52805744461324,845.244218494305,873.997474497378,24.7355744602706,34.1969516468572
"125",379.801647167807,86.5702104806978,-10.727931848439,166.310424902412,6.65855794490271,847.703195531454,912.203787194921,27.4829458525114,26.6199894083826
"126",508.554725594649,9.9295520355233,4.27061455469904,160.67179457037,2.04651961267514,861.060851208946,875.315077837377,40.3609510436823,5.38644971977027
"127",413.412733774243,92.1170494475923,-14.6233884973123,169.901084234053,7.52805744461324,845.244218494305,873.997474497378,24.7355744602706,34.1969516468572
"128",305.934199109457,190.268044950689,-22.6932337680845,174.624974274669,6.73910605229281,839.735264731954,865.278754021251,20.2736592564698,29.6590782817081
"129",388.918559975375,73.0793044189251,-25.191897950413,173.301384684732,8.99994999108102,932.669090409721,840.60563154076,15.7638826061144,51.2311466213626
"130",348.54416792249,168.287628747004,-28.4505204116248,186.927292409376,10.064242440384,929.222433945283,742.362058860553,12.5537756613717,63.2423584504725
"131",312.517431433141,258.068992402078,-18.6040449104579,194.393744190781,4.84964187421463,930.443767025954,651.033235624486,25.2473613963795,41.0743407777596
"132",368.972027041049,134.582072735195,-14.1506823179336,184.91465853901,-2.13665926988185,1116.83796676403,602.830005751429,24.4549413859912,19.3565285107742
"133",348.54416792249,168.287628747004,-28.4505204116248,186.927292409376,10.064242440384,929.222433945283,742.362058860553,12.5537756613717,63.2423584504725
"134",266.76897692691,173.094167191623,-34.9723848585285,180.620734998899,6.89110368592738,986.285262670702,787.77270616344,10.2179130198913,46.8709328194246
"135",348.54416792249,168.287628747004,-28.4505204116248,186.927292409376,10.064242440384,929.222433945283,742.362058860553,12.5537756613717,63.2423584504725
"136",430.87655529537,164.82096890603,-14.3020597336891,189.069794889776,9.00028545996213,876.306212195572,699.521359134611,22.8244598399457,56.4286122436341
"137",374.1038681758,163.349086510613,-32.48568064104,184.90647708834,9.15180257552207,926.693125480437,740.939661741058,9.82943201706317,58.3400937879813
"138",348.54416792249,168.287628747004,-28.4505204116248,186.927292409376,10.064242440384,929.222433945283,742.362058860553,12.5537756613717,63.2423584504725
"139",325.867013784239,176.135226878932,-25.2148136815685,187.232848025846,10.3066667579155,932.242115170486,745.731095794472,10.1189914919549,63.5163553777539
"140",359.675067123688,168.584391304669,-33.3414126143714,190.769768435667,10.2930333954515,907.609963632215,742.204252528346,36.9773948094022,68.1085081573902
"141",300.047281000422,235.944460657454,-23.4922415840385,196.527504690646,0.357179025539352,1029.23834046702,601.846578946216,48.4114163651136,31.8688628660523
"142",411.990970249764,88.3444919892288,-19.5386943869112,173.645551639082,7.57948703058941,841.753114418315,873.457833116487,48.8702933097762,39.3666909318457
"143",414.652255040575,83.1403408484927,-28.6903843236376,181.842518209359,9.85258119193476,920.505786668053,793.933737761679,38.6969179409181,63.0951721166127
"144",360.851440233973,76.7699190172036,-15.9046122731328,161.252214438859,2.59382635454422,847.705568092795,961.244514033992,54.3372142195598,6.14251210710222
"145",463.763226240805,105.351822934527,-14.6171751389877,184.164792630749,8.74174420019358,844.406448815591,771.503552549996,52.4577633783761,53.2623721022126
"146",453.649873091588,96.452167190607,-21.5456863610367,176.191511807647,7.08285206957724,840.83475059638,827.377563669918,46.0627110056139,39.7404225850404
"147",411.990970249764,88.3444919892288,-19.5386943869112,173.645551639082,7.57948703058941,841.753114418315,873.457833116487,48.8702933097762,39.3666909318457
"148",377.954513469478,82.7284434899968,-15.5782374494107,170.046875890056,6.72125299215283,844.296365865204,911.945955437334,51.605080799315,31.8249045579321
"149",508.581667729039,5.64897499051193,0.0870477554410058,163.811270534985,1.921298076022,858.018192049382,875.140757930828,62.4911289586333,9.1161011759832
"150",411.990970249764,88.3444919892288,-19.5386943869112,173.645551639082,7.57948703058941,841.753114418315,873.457833116487,48.8702933097762,39.3666909318457
"151",303.359505415848,186.241768100133,-27.3931671331317,178.954557222822,6.950434259232,837.025159727655,862.864630446545,45.8068541917941,36.1224488022065
"152",386.997879752014,68.9127717080853,-30.3779592647102,177.338133680551,9.10823073879504,930.029191880142,839.383868920347,40.9665988198515,57.0616216290068
"153",346.129389540358,164.848098150604,-33.7215454300166,191.229883127319,10.2010453837235,926.478323526786,740.079164917399,38.4218502500601,69.4266101423468
"154",310.016430116268,255.683491329869,-23.3740258742282,198.39730059715,4.88151865049144,927.937705278928,648.199802253568,49.4503603249838,46.350914736885
"155",367.192163401065,131.470681563156,-19.0471879577999,188.704625093197,-2.24858683675658,1116.84851938717,599.049992653735,48.0739309969189,24.0079058165253
"156",346.129389540358,164.848098150604,-33.7215454300166,191.229883127319,10.2010453837235,926.478323526786,740.079164917399,38.4218502500601,69.4266101423468
"157",263.615023369099,169.862691821672,-40.3152828324836,184.781671607499,6.988968131148,984.140791991437,786.004590147001,35.6135947762809,52.7693445200367
"158",346.129389540358,164.848098150604,-33.7215454300166,191.229883127319,10.2010453837235,926.478323526786,740.079164917399,38.4218502500601,69.4266101423468
"159",429.275311155456,161.502583322967,-19.3042036004794,193.244222583761,9.11301579014459,873.186746149149,696.949358056397,47.9745107397366,62.3038380902648
"160",372.040650891068,160.071761045481,-37.8471830939424,189.100639475122,9.25971637722765,923.958180584537,738.725586969581,35.2576616922611,64.2953602473974
"161",346.129389540358,164.848098150604,-33.7215454300166,191.229883127319,10.2010453837235,926.478323526786,740.079164917399,38.4218502500601,69.4266101423468
"162",323.062846716841,171.8721307759,-30.4339430802271,191.941592694728,10.5568602207186,929.313485277909,743.103990619834,37.692319262288,70.64143163657
"163",357.234251972362,165.211708310688,-40.1230217061938,195.820404877936,10.0731948535379,903.964402552011,739.728821193167,70.3228851921428,73.8335930572915
"164",296.938898905746,233.846754984274,-29.2667097938687,201.116128252954,-0.0967988830966746,1027.85843785009,597.513451190797,79.1814922315849,35.9659708626919
"165",410.687140555588,83.9930439596723,-25.3897578584776,177.888789484157,7.22497905262514,837.379282575903,873.445584905974,79.8631297784745,43.5565209896752
"166",413.183762754149,78.3020308784808,-35.1834898247532,186.635650023219,9.60730412468031,917.183879433548,792.38433187538,71.5701421068827,68.5173981516096
"167",358.743724301465,72.598982738857,-21.1205941364237,165.108959566227,2.16970218354974,844.001689533438,961.852724994848,83.6061276114001,9.53931305432354
"168",463.061580340413,101.229100256531,-20.3349005608367,188.640160829277,8.42151839253536,840.214624244922,769.670783295947,83.6756890370788,57.8064050364592
"169",452.916780156511,92.2440367115094,-27.356212086454,180.485837483755,6.7254747451708,836.5520679968,826.485657167773,76.9446470565946,43.9588483035707
"170",410.687140555588,83.9930439596723,-25.3897578584776,177.888789484157,7.22497905262514,837.379282575903,873.445584905974,79.8631297784745,43.5565209896752
"171",375.92760348197,78.2840833169262,-21.2546529735424,174.326091876333,6.38923407094219,840.19095998011,912.038955094355,82.6557602637946,36.1330336195838
"172",508.837934122395,0.581170950464752,-4.79397776889678,167.433638046385,1.40898298415236,854.39538768043,875.138083484276,91.0963816321804,11.9137759742945
"173",410.687140555588,83.9930439596723,-25.3897578584776,177.888789484157,7.22497905262514,837.379282575903,873.445584905974,79.8631297784745,43.5565209896752
"174",300.253830077346,183.305446746141,-33.3092893329683,183.366951934047,6.60999900100796,832.725890433906,862.373993217461,76.9612632004963,40.4563176341338
"175",385.096924930299,64.010179874718,-36.6539433812584,181.903574529898,8.82099179086214,926.978989944402,838.599924370348,73.0976577562695,62.0481982401695
"176",343.491926654577,161.40400505212,-40.2054601189057,196.146988582174,9.94881224232142,923.290041465151,737.611303089299,71.1619937478635,74.8496994129193
"177",365.098770968715,127.815133716787,-24.7698917976252,193.175535961214,-2.74139917726368,1116.82529660896,594.644730185445,78.8145476051903,27.9917155289939
"178",343.491926654577,161.40400505212,-40.2054601189057,196.146988582174,9.94881224232142,923.290041465151,737.611303089299,71.1619937478635,74.8496994129193
"179",259.882173522939,166.216936535807,-46.5870780452979,189.614179077587,6.7023674815875,981.716581670218,784.046932880816,68.2819284510163,57.9726637921225
"180",343.491926654577,161.40400505212,-40.2054601189057,196.146988582174,9.94881224232142,923.290041465151,737.611303089299,71.1619937478635,74.8496994129193
"181",428.108891849881,158.17220133408,-25.3359846920637,198.005251366824,8.81637829343663,869.245456918004,693.881383034092,79.8954750953859,67.2549759749331
"182",369.720658003907,156.380941867405,-44.1873336755062,193.986683367886,8.99253838912117,920.761939984282,736.19352757019,67.9819139638717,69.6164359065269
"183",343.491926654577,161.40400505212,-40.2054601189057,196.146988582174,9.94881224232142,923.290041465151,737.611303089299,71.1619937478635,74.8496994129193
"184",319.900429265527,167.343544260506,-36.4919792079263,197.245558511337,10.3829857745905,926.008583546384,740.238191404959,72.3241440164457,76.7955007671713
"185",226.035427658312,6.95058359230703,104.812478288704,167.010316632581,7.60996257811099,971.424131311812,873.57600118406,7.68163355938827,22.0708910418426
"186",225.717286544516,5.63526486758531,101.451991364746,169.696452758729,8.16722566737329,969.526820188092,870.544659706772,19.1380190439837,27.8240099041014
"187",223.440963607248,2.79024223727589,99.8368052277344,171.54110512438,8.27245372951982,968.585584576066,870.861528016144,30.8083308060881,30.6647299441163
"188",219.677562881402,-2.2616676390933,95.9847449794,175.527111917327,8.42321965007129,966.35762225799,870.224330579697,55.7386859411972,36.4611508383114
"189",215.460905400926,-8.60015405224257,89.3785396967203,181.835604422822,8.24324849858156,962.551002710853,867.25796653113,97.1732255518296,43.8606934148054
"190",238.865383285234,9.93688658542129,108.159809089822,170.014862975987,9.19614874562063,954.161320503168,859.437160716848,7.95761930816249,30.1781305273925
